weekend,rank,destination,airport,google_total,currency,passengers,outbound_example,outbound_stops,checked_at,google_search_url
20–23 Nov,3,London Luton,LTN,69.0,EUR,1,U22462 LIS-LTN 18:50-21:35,0,2026-09-09T08:50:52+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTEtMjAoAUAQagUSA0xJU3IFEgNMVE4aHhIKMjAyNi0xMS0yMygBQBBqBRIDTFROcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
20–23 Nov,4,Nice,NCE,74.0,EUR,1,U27617 LIS-NCE 17:00-20:30,0,2026-09-09T08:50:44+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTEtMjAoAUAQagUSA0xJU3IFEgNOQ0UaHhIKMjAyNi0xMS0yMygBQBBqBRIDTkNFcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
20–23 Nov,5,London Gatwick,LGW,94.0,EUR,1,U28512 LIS-LGW 16:45-19:30,0,2026-09-09T08:50:51+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTEtMjAoAUAQagUSA0xJU3IFEgNMR1caHhIKMjAyNi0xMS0yMygBQBBqBRIDTEdXcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
20–23 Nov,6,Venice,VCE,107.0,EUR,1,UX1160 LIS-MAD 20:05-22:20 / UX1083 MAD-VCE 15:15-17:45,1,2026-09-09T08:50:48+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTEtMjAoAUAQagUSA0xJU3IFEgNWQ0UaHhIKMjAyNi0xMS0yMygBQBBqBRIDVkNFcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
20–23 Nov,7,Dublin,DUB,108.0,EUR,1,FR651 LIS-DUB 20:50-23:40,0,2026-09-09T08:50:44+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTEtMjAoAUAQagUSA0xJU3IFEgNEVUIaHhIKMjAyNi0xMS0yMygBQBBqBRIDRFVCcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
20–23 Nov,8,London Stansted,STN,108.0,EUR,1,FR1883 LIS-STN 19:25-22:15,0,2026-09-09T08:50:51+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTEtMjAoAUAQagUSA0xJU3IFEgNTVE4aHhIKMjAyNi0xMS0yMygBQBBqBRIDU1ROcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
20–23 Nov,9,Rome,FCO,137.0,EUR,1,VY1155 LIS-BCN 21:05-23:59 / VY6002 BCN-FCO 09:15-11:05,1,2026-09-09T08:50:47+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTEtMjAoAUAQagUSA0xJU3IFEgNGQ08aHhIKMjAyNi0xMS0yMygBQBBqBRIDRkNPcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
20–23 Nov,10,Marrakech,RAK,155.0,EUR,1,AT983 LIS-CMN 17:55-19:20 / AT401 CMN-RAK 21:05-22:10,1,2026-09-09T08:50:45+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTEtMjAoAUAQagUSA0xJU3IFEgNSQUsaHhIKMjAyNi0xMS0yMygBQBBqBRIDUkFLcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
20–23 Nov,11,Agadir,AGA,155.0,EUR,1,AT983 LIS-CMN 17:55-19:20 / AT429 CMN-AGA 21:00-22:25,1,2026-09-09T08:50:46+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTEtMjAoAUAQagUSA0xJU3IFEgNBR0EaHhIKMjAyNi0xMS0yMygBQBBqBRIDQUdBcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
20–23 Nov,12,Bologna,BLQ,167.0,EUR,1,AF1195 LIS-CDG 18:30-22:10 / AF1228 CDG-BLQ 08:00-09:45,1,2026-09-09T08:50:48+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTEtMjAoAUAQagUSA0xJU3IFEgNCTFEaHhIKMjAyNi0xMS0yMygBQBBqBRIDQkxRcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
20–23 Nov,13,London Heathrow,LHR,169.0,EUR,1,VY1155 LIS-BCN 21:05-23:59 / VY7640 BCN-LHR 07:30-09:10,1,2026-09-09T08:50:51+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTEtMjAoAUAQagUSA0xJU3IFEgNMSFIaHhIKMjAyNi0xMS0yMygBQBBqBRIDTEhScgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
20–23 Nov,14,Berlin,BER,172.0,EUR,1,VY1155 LIS-BCN 21:05-23:59 / VY1070 BCN-BER 07:00-09:45,1,2026-09-09T08:50:49+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTEtMjAoAUAQagUSA0xJU3IFEgNCRVIaHhIKMjAyNi0xMS0yMygBQBBqBRIDQkVScgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
20–23 Nov,15,Prague,PRG,193.0,EUR,1,VY1155 LIS-BCN 21:05-23:59 / VY1194 BCN-PRG 07:30-10:00,1,2026-09-09T08:50:50+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTEtMjAoAUAQagUSA0xJU3IFEgNQUkcaHhIKMjAyNi0xMS0yMygBQBBqBRIDUFJHcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
20–23 Nov,16,Edinburgh,EDI,240.0,EUR,1,AF1195 LIS-CDG 18:30-22:10 / AF1686 CDG-EDI 09:40-10:30,1,2026-09-09T08:50:48+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTEtMjAoAUAQagUSA0xJU3IFEgNFREkaHhIKMjAyNi0xMS0yMygBQBBqBRIDRURJcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
20–23 Nov,17,Oslo,OSL,258.0,EUR,1,AF1625 LIS-CDG 16:10-19:50 / AF1274 CDG-OSL 20:50-23:20,1,2026-09-09T08:50:52+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTEtMjAoAUAQagUSA0xJU3IFEgNPU0waHhIKMjAyNi0xMS0yMygBQBBqBRIDT1NMcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
20–23 Nov,18,Copenhagen,CPH,275.0,EUR,1,TP934 LIS-ZRH 18:40-22:35 / LX1266 ZRH-CPH 07:10-09:00,1,2026-09-09T08:50:50+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTEtMjAoAUAQagUSA0xJU3IFEgNDUEgaHhIKMjAyNi0xMS0yMygBQBBqBRIDQ1BIcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
20–23 Nov,19,Casablanca,CMN,277.0,EUR,1,AF1195 LIS-CDG 18:30-22:10 / AF1896 CDG-CMN 07:10-09:20,1,2026-09-09T08:50:45+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTEtMjAoAUAQagUSA0xJU3IFEgNDTU4aHhIKMjAyNi0xMS0yMygBQBBqBRIDQ01OcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
20–23 Nov,20,Zagreb,ZAG,306.0,EUR,1,AF1195 LIS-CDG 18:30-22:10 / AF1560 CDG-ZAG 10:00-12:00,1,2026-09-09T08:50:49+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTEtMjAoAUAQagUSA0xJU3IFEgNaQUcaHhIKMjAyNi0xMS0yMygBQBBqBRIDWkFHcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
20–23 Nov,21,Glasgow,GLA,317.0,EUR,1,BA511 LIS-LHR 18:55-21:40 / BA1470 LHR-GLA 06:25-07:50,1,2026-09-09T08:50:49+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTEtMjAoAUAQagUSA0xJU3IFEgNHTEEaHhIKMjAyNi0xMS0yMygBQBBqBRIDR0xBcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
20–23 Nov,22,Billund,BLL,345.0,EUR,1,TP574 LIS-FRA 18:25-22:40 / LH836 FRA-BLL 08:30-09:50,1,2026-09-09T08:50:50+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTEtMjAoAUAQagUSA0xJU3IFEgNCTEwaHhIKMjAyNi0xMS0yMygBQBBqBRIDQkxMcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
20–23 Nov,23,Genoa / Cinque Terre,GOA,365.0,EUR,1,TP838 LIS-FCO 20:00-00:05 / AZ1383 FCO-GOA 09:25-10:35,1,2026-09-09T08:50:47+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTEtMjAoAUAQagUSA0xJU3IFEgNHT0EaHhIKMjAyNi0xMS0yMygBQBBqBRIDR09BcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
20–23 Nov,24,Rovaniemi,RVN,395.0,EUR,1,AY1740 LIS-HEL 16:10-22:50 / AY531 HEL-RVN 07:05-08:30,1,2026-09-09T08:50:46+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTEtMjAoAUAQagUSA0xJU3IFEgNSVk4aHhIKMjAyNi0xMS0yMygBQBBqBRIDUlZOcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
20–23 Nov,25,Split,SPU,461.0,EUR,1,TP934 LIS-ZRH 18:40-22:35 / OU463 ZRH-SPU 14:30-15:55,1,2026-09-09T08:50:50+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTEtMjAoAUAQagUSA0xJU3IFEgNTUFUaHhIKMjAyNi0xMS0yMygBQBBqBRIDU1BVcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
20–23 Nov,26,Bergen,BGO,527.0,EUR,1,SK2802 LIS-CPH 16:55-21:35 / SK2870 CPH-BGO 23:00-00:25,1,2026-09-09T08:50:52+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTEtMjAoAUAQagUSA0xJU3IFEgNCR08aHhIKMjAyNi0xMS0yMygBQBBqBRIDQkdPcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
20–23 Nov,27,Reykjavík,KEF,588.0,EUR,1,SK2802 LIS-CPH 16:55-21:35 / SK595 CPH-KEF 08:15-10:50,1,2026-09-09T08:50:46+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTEtMjAoAUAQagUSA0xJU3IFEgNLRUYaHhIKMjAyNi0xMS0yMygBQBBqBRIDS0VGcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
20–23 Nov,28,Tromsø,TOS,676.0,EUR,1,TP556 LIS-MUC 18:50-23:05 / LH2450 MUC-TOS 08:30-12:15,1,2026-09-09T08:50:46+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTEtMjAoAUAQagUSA0xJU3IFEgNUT1MaHhIKMjAyNi0xMS0yMygBQBBqBRIDVE9TcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
27–30 Nov,1,Madeira,FNC,64.0,EUR,1,U27621 LIS-FNC 17:45-19:35,0,2026-09-09T08:50:52+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTEtMjcoAUAQagUSA0xJU3IFEgNGTkMaHhIKMjAyNi0xMS0zMCgBQBBqBRIDRk5DcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
27–30 Nov,2,Nice,NCE,74.0,EUR,1,U27617 LIS-NCE 17:00-20:30,0,2026-09-09T08:50:52+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTEtMjcoAUAQagUSA0xJU3IFEgNOQ0UaHhIKMjAyNi0xMS0zMCgBQBBqBRIDTkNFcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
27–30 Nov,3,Milan Malpensa,MXP,88.0,EUR,1,U27697 LIS-MXP 16:35-20:20,0,2026-09-09T08:50:55+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTEtMjcoAUAQagUSA0xJU3IFEgNNWFAaHhIKMjAyNi0xMS0zMCgBQBBqBRIDTVhQcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
27–30 Nov,4,London Luton,LTN,129.0,EUR,1,U22462 LIS-LTN 18:50-21:35,0,2026-09-09T08:51:00+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTEtMjcoAUAQagUSA0xJU3IFEgNMVE4aHhIKMjAyNi0xMS0zMCgBQBBqBRIDTFROcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
27–30 Nov,5,London Gatwick,LGW,134.0,EUR,1,U28512 LIS-LGW 16:45-19:30,0,2026-09-09T08:50:59+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTEtMjcoAUAQagUSA0xJU3IFEgNMR1caHhIKMjAyNi0xMS0zMCgBQBBqBRIDTEdXcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
27–30 Nov,6,London Stansted,STN,146.0,EUR,1,FR1883 LIS-STN 19:25-22:15,0,2026-09-09T08:50:59+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTEtMjcoAUAQagUSA0xJU3IFEgNTVE4aHhIKMjAyNi0xMS0zMCgBQBBqBRIDU1ROcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
27–30 Nov,7,Marrakech,RAK,177.0,EUR,1,AT983 LIS-CMN 17:55-19:20 / AT401 CMN-RAK 21:05-22:10,1,2026-09-09T08:50:53+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTEtMjcoAUAQagUSA0xJU3IFEgNSQUsaHhIKMjAyNi0xMS0zMCgBQBBqBRIDUkFLcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
27–30 Nov,8,Agadir,AGA,177.0,EUR,1,AT983 LIS-CMN 17:55-19:20 / AT429 CMN-AGA 21:00-22:25,1,2026-09-09T08:50:54+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTEtMjcoAUAQagUSA0xJU3IFEgNBR0EaHhIKMjAyNi0xMS0zMCgBQBBqBRIDQUdBcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
27–30 Nov,9,Rome,FCO,180.0,EUR,1,TP838 LIS-FCO 20:00-00:05,0,2026-09-09T08:50:56+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTEtMjcoAUAQagUSA0xJU3IFEgNGQ08aHhIKMjAyNi0xMS0zMCgBQBBqBRIDRkNPcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
27–30 Nov,10,Venice,VCE,181.0,EUR,1,UX1156 LIS-MAD 16:05-18:20 / UX1081 MAD-VCE 06:50-09:20,1,2026-09-09T08:50:56+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTEtMjcoAUAQagUSA0xJU3IFEgNWQ0UaHhIKMjAyNi0xMS0zMCgBQBBqBRIDVkNFcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
27–30 Nov,11,London Heathrow,LHR,204.0,EUR,1,TP1364 LIS-LHR 16:05-18:55,0,2026-09-09T08:50:59+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTEtMjcoAUAQagUSA0xJU3IFEgNMSFIaHhIKMjAyNi0xMS0zMCgBQBBqBRIDTEhScgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
27–30 Nov,12,Dublin,DUB,204.0,EUR,1,TP1326 LIS-DUB 20:25-23:20,0,2026-09-09T08:50:52+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTEtMjcoAUAQagUSA0xJU3IFEgNEVUIaHhIKMjAyNi0xMS0zMCgBQBBqBRIDRFVCcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
27–30 Nov,13,Bologna,BLQ,205.0,EUR,1,AF1625 LIS-CDG 16:10-19:50 / AF1228 CDG-BLQ 08:00-09:45,1,2026-09-09T08:50:56+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTEtMjcoAUAQagUSA0xJU3IFEgNCTFEaHhIKMjAyNi0xMS0zMCgBQBBqBRIDQkxRcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
27–30 Nov,14,Berlin,BER,217.0,EUR,1,TP934 LIS-ZRH 18:40-22:35 / LX974 ZRH-BER 07:20-08:50,1,2026-09-09T08:50:57+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTEtMjcoAUAQagUSA0xJU3IFEgNCRVIaHhIKMjAyNi0xMS0zMCgBQBBqBRIDQkVScgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
27–30 Nov,15,Copenhagen,CPH,244.0,EUR,1,AF1625 LIS-CDG 16:10-19:50 / AF1350 CDG-CPH 21:00-23:00,1,2026-09-09T08:50:59+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTEtMjcoAUAQagUSA0xJU3IFEgNDUEgaHhIKMjAyNi0xMS0zMCgBQBBqBRIDQ1BIcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
27–30 Nov,16,Prague,PRG,260.0,EUR,1,TP934 LIS-ZRH 18:40-22:35 / LX1484 ZRH-PRG 07:25-08:45,1,2026-09-09T08:50:58+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTEtMjcoAUAQagUSA0xJU3IFEgNQUkcaHhIKMjAyNi0xMS0zMCgBQBBqBRIDUFJHcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
27–30 Nov,17,Oslo,OSL,287.0,EUR,1,TP934 LIS-ZRH 18:40-22:35 / LX1210 ZRH-OSL 09:40-12:10,1,2026-09-09T08:51:00+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTEtMjcoAUAQagUSA0xJU3IFEgNPU0waHhIKMjAyNi0xMS0zMCgBQBBqBRIDT1NMcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
27–30 Nov,18,Glasgow,GLA,317.0,EUR,1,BA511 LIS-LHR 18:55-21:40 / BA1470 LHR-GLA 06:25-07:50,1,2026-09-09T08:50:57+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTEtMjcoAUAQagUSA0xJU3IFEgNHTEEaHhIKMjAyNi0xMS0zMCgBQBBqBRIDR0xBcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
27–30 Nov,19,Edinburgh,EDI,321.0,EUR,1,BA511 LIS-LHR 18:55-21:40 / BA1440 LHR-EDI 07:05-08:30,1,2026-09-09T08:50:57+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTEtMjcoAUAQagUSA0xJU3IFEgNFREkaHhIKMjAyNi0xMS0zMCgBQBBqBRIDRURJcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
27–30 Nov,20,Casablanca,CMN,337.0,EUR,1,AF1625 LIS-CDG 16:10-19:50 / AF1896 CDG-CMN 07:10-09:20,1,2026-09-09T08:50:53+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTEtMjcoAUAQagUSA0xJU3IFEgNDTU4aHhIKMjAyNi0xMS0zMCgBQBBqBRIDQ01OcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
27–30 Nov,21,Billund,BLL,348.0,EUR,1,TP574 LIS-FRA 18:25-22:40 / LH836 FRA-BLL 08:30-09:50,1,2026-09-09T08:50:59+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTEtMjcoAUAQagUSA0xJU3IFEgNCTEwaHhIKMjAyNi0xMS0zMCgBQBBqBRIDQkxMcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
27–30 Nov,22,Zagreb,ZAG,379.0,EUR,1,TK1760 LIS-IST 16:10-23:55 / TK1053 IST-ZAG 08:15-08:30,1,2026-09-09T08:50:58+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTEtMjcoAUAQagUSA0xJU3IFEgNaQUcaHhIKMjAyNi0xMS0zMCgBQBBqBRIDWkFHcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
27–30 Nov,23,Split,SPU,430.0,EUR,1,TP838 LIS-FCO 20:00-00:05 / OU381 FCO-SPU 18:00-19:05,1,2026-09-09T08:50:58+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTEtMjcoAUAQagUSA0xJU3IFEgNTUFUaHhIKMjAyNi0xMS0zMCgBQBBqBRIDU1BVcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
27–30 Nov,24,Genoa / Cinque Terre,GOA,441.0,EUR,1,TP838 LIS-FCO 20:00-00:05 / AZ1383 FCO-GOA 09:25-10:35,1,2026-09-09T08:50:55+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTEtMjcoAUAQagUSA0xJU3IFEgNHT0EaHhIKMjAyNi0xMS0zMCgBQBBqBRIDR09BcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
27–30 Nov,25,Rovaniemi,RVN,448.0,EUR,1,AY1740 LIS-HEL 16:10-22:50 / AY531 HEL-RVN 07:05-08:30,1,2026-09-09T08:50:55+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTEtMjcoAUAQagUSA0xJU3IFEgNSVk4aHhIKMjAyNi0xMS0zMCgBQBBqBRIDUlZOcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
27–30 Nov,26,Bergen,BGO,527.0,EUR,1,SK2802 LIS-CPH 16:55-21:35 / SK2870 CPH-BGO 23:00-00:25,1,2026-09-09T08:51:00+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTEtMjcoAUAQagUSA0xJU3IFEgNCR08aHhIKMjAyNi0xMS0zMCgBQBBqBRIDQkdPcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
27–30 Nov,27,Reykjavík,KEF,588.0,EUR,1,SK2802 LIS-CPH 16:55-21:35 / SK595 CPH-KEF 08:15-10:50,1,2026-09-09T08:50:55+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTEtMjcoAUAQagUSA0xJU3IFEgNLRUYaHhIKMjAyNi0xMS0zMCgBQBBqBRIDS0VGcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
27–30 Nov,28,Tromsø,TOS,597.0,EUR,1,TP556 LIS-MUC 18:50-23:05 / LH2450 MUC-TOS 08:30-12:15,1,2026-09-09T08:50:54+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTEtMjcoAUAQagUSA0xJU3IFEgNUT1MaHhIKMjAyNi0xMS0zMCgBQBBqBRIDVE9TcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
4–7 Dec,1,Nice,NCE,73.0,EUR,1,U27617 LIS-NCE 17:00-20:30,0,2026-09-09T08:51:02+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTItMDQoAUAQagUSA0xJU3IFEgNOQ0UaHhIKMjAyNi0xMi0wNygBQBBqBRIDTkNFcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
4–7 Dec,2,London Gatwick,LGW,90.0,EUR,1,U28512 LIS-LGW 16:45-19:30,0,2026-09-09T08:51:09+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTItMDQoAUAQagUSA0xJU3IFEgNMR1caHhIKMjAyNi0xMi0wNygBQBBqBRIDTEdXcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
4–7 Dec,3,Madeira,FNC,96.0,EUR,1,U27621 LIS-FNC 17:45-19:35,0,2026-09-09T08:51:02+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTItMDQoAUAQagUSA0xJU3IFEgNGTkMaHhIKMjAyNi0xMi0wNygBQBBqBRIDRk5DcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
4–7 Dec,4,London Luton,LTN,100.0,EUR,1,U22462 LIS-LTN 18:50-21:35,0,2026-09-09T08:51:09+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTItMDQoAUAQagUSA0xJU3IFEgNMVE4aHhIKMjAyNi0xMi0wNygBQBBqBRIDTFROcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
4–7 Dec,5,Milan Malpensa,MXP,108.0,EUR,1,U27697 LIS-MXP 16:35-20:20,0,2026-09-09T08:51:04+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTItMDQoAUAQagUSA0xJU3IFEgNNWFAaHhIKMjAyNi0xMi0wNygBQBBqBRIDTVhQcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
4–7 Dec,6,London Stansted,STN,125.0,EUR,1,FR1081 LIS-STN 16:15-19:05,0,2026-09-09T08:51:09+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTItMDQoAUAQagUSA0xJU3IFEgNTVE4aHhIKMjAyNi0xMi0wNygBQBBqBRIDU1ROcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
4–7 Dec,7,Dublin,DUB,150.0,EUR,1,FR651 LIS-DUB 20:50-23:40,0,2026-09-09T08:51:02+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTItMDQoAUAQagUSA0xJU3IFEgNEVUIaHhIKMjAyNi0xMi0wNygBQBBqBRIDRFVCcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
4–7 Dec,8,Marrakech,RAK,177.0,EUR,1,AT983 LIS-CMN 17:55-19:20 / AT403 CMN-RAK 22:05-22:55,1,2026-09-09T08:51:02+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTItMDQoAUAQagUSA0xJU3IFEgNSQUsaHhIKMjAyNi0xMi0wNygBQBBqBRIDUkFLcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
