weekend,rank,destination,airport,google_total,currency,passengers,outbound_example,outbound_stops,checked_at,google_search_url
17–23 Dec,14,Dublin,DUB,245.0,EUR,1,FR673 LIS-DUB 20:30-23:20,0,2026-09-09T08:51:20+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTItMTcoAUARagUSA0xJU3IFEgNEVUIaHhIKMjAyNi0xMi0yMygBQAxqBRIDRFVCcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
17–23 Dec,15,Venice,VCE,247.0,EUR,1,UX1160 LIS-MAD 20:05-22:20 / UX1081 MAD-VCE 06:50-09:20,1,2026-09-09T08:51:24+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTItMTcoAUARagUSA0xJU3IFEgNWQ0UaHhIKMjAyNi0xMi0yMygBQAxqBRIDVkNFcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
17–23 Dec,16,Copenhagen,CPH,269.0,EUR,1,JU563 LIS-BEG 17:20-22:05 / JU372 BEG-CPH 17:15-19:35,1,2026-09-09T08:51:26+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTItMTcoAUARagUSA0xJU3IFEgNDUEgaHhIKMjAyNi0xMi0yMygBQAxqBRIDQ1BIcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
17–23 Dec,17,Bologna,BLQ,270.0,EUR,1,AF1195 LIS-CDG 18:30-22:10 / AF1228 CDG-BLQ 08:00-09:45,1,2026-09-09T08:51:24+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTItMTcoAUARagUSA0xJU3IFEgNCTFEaHhIKMjAyNi0xMi0yMygBQAxqBRIDQkxRcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
17–23 Dec,18,Glasgow,GLA,275.0,EUR,1,BA511 LIS-LHR 18:35-21:20 / BA1474 LHR-GLA 07:05-08:30,1,2026-09-09T08:51:25+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTItMTcoAUARagUSA0xJU3IFEgNHTEEaHhIKMjAyNi0xMi0yMygBQAxqBRIDR0xBcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
17–23 Dec,19,Edinburgh,EDI,321.0,EUR,1,BA511 LIS-LHR 18:35-21:20 / BA1438 LHR-EDI 06:05-07:30,1,2026-09-09T08:51:24+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTItMTcoAUARagUSA0xJU3IFEgNFREkaHhIKMjAyNi0xMi0yMygBQAxqBRIDRURJcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
17–23 Dec,20,Agadir,AGA,352.0,EUR,1,TP574 LIS-FRA 18:25-22:40 / 4Y232 FRA-AGA 10:30-13:30,1,2026-09-09T08:51:22+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTItMTcoAUARagUSA0xJU3IFEgNBR0EaHhIKMjAyNi0xMi0yMygBQAxqBRIDQUdBcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
17–23 Dec,21,Casablanca,CMN,361.0,EUR,1,AT983 LIS-CMN 17:55-19:20,0,2026-09-09T08:51:21+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTItMTcoAUARagUSA0xJU3IFEgNDTU4aHhIKMjAyNi0xMi0yMygBQAxqBRIDQ01OcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
17–23 Dec,22,Oslo,OSL,434.0,EUR,1,TP556 LIS-MUC 18:50-23:05 / LH2452 MUC-OSL 08:45-11:00,1,2026-09-09T08:51:28+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTItMTcoAUARagUSA0xJU3IFEgNPU0waHhIKMjAyNi0xMi0yMygBQAxqBRIDT1NMcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
17–23 Dec,23,Split,SPU,445.0,EUR,1,TP838 LIS-FCO 20:00-00:05 / OU381 FCO-SPU 18:00-19:05,1,2026-09-09T08:51:26+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTItMTcoAUARagUSA0xJU3IFEgNTUFUaHhIKMjAyNi0xMi0yMygBQAxqBRIDU1BVcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
17–23 Dec,24,Bergen,BGO,514.0,EUR,1,TP574 LIS-FRA 18:25-22:40 / LH872 FRA-BGO 10:10-12:10,1,2026-09-09T08:51:28+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTItMTcoAUARagUSA0xJU3IFEgNCR08aHhIKMjAyNi0xMi0yMygBQAxqBRIDQkdPcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
17–23 Dec,25,Tromsø,TOS,607.0,EUR,1,TP934 LIS-ZRH 18:40-22:35 / WK318 ZRH-TOS 08:20-12:15,1,2026-09-09T08:51:22+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTItMTcoAUARagUSA0xJU3IFEgNUT1MaHhIKMjAyNi0xMi0yMygBQAxqBRIDVE9TcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
17–23 Dec,26,Billund,BLL,639.0,EUR,1,BA511 LIS-LHR 18:35-21:20 / BA820 LHR-BLL 08:55-11:40,1,2026-09-09T08:51:27+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTItMTcoAUARagUSA0xJU3IFEgNCTEwaHhIKMjAyNi0xMi0yMygBQAxqBRIDQkxMcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
17–23 Dec,27,Reykjavík,KEF,723.0,EUR,1,TP574 LIS-FRA 18:25-22:40 / 4Y1358 FRA-KEF 11:35-14:25,1,2026-09-09T08:51:22+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTItMTcoAUARagUSA0xJU3IFEgNLRUYaHhIKMjAyNi0xMi0yMygBQAxqBRIDS0VGcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
17–23 Dec,28,Rovaniemi,RVN,975.0,EUR,1,AF1195 LIS-CDG 18:30-22:10 / AF1524 CDG-RVN 09:40-14:20,1,2026-09-09T08:51:22+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMTItMTcoAUARagUSA0xJU3IFEgNSVk4aHhIKMjAyNi0xMi0yMygBQAxqBRIDUlZOcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
